committee,cers_id,reports,type,amended_date,last_report,city,state,officer_1,officer_2,positions,2020_expenditures,num_2020_expenditures,2020_contributions,num_2020_contributions,cash_on_hand
Montana Realtors PAC aka Montana Assn. of Realtors PAC,397,24,Independent,01/05/20,NA,Helena,MT,"Dundas, Patti","Simonich, Mark A","Support: Barry Usher for HD40, Support: McCormick 4 LCC, Support: Casey Knudsen HD 33, Support: Robert Saunders for HD 48, Support: Dennis Lenz for HD 53, Support: Don Jones for HD 46, Support: Ed Greef for HD88, Support: Becky Beard forHD 80, Support: Kirk Bushman for PSC, Support: Chris Mehl for Bozeman City Comissioner, Support: Daniel Salomon, Support: Ryan Osmundson for SD 15, Support: Theresa Manzella for HD 85, Support: Keith Regier for SD 3, Support: Dale Mortensen for HD44, Support: Roger Webb for SD 23, Support: Elsie Arntzen for Superintendent, Support: Terry Gauthier for SD40, Support: Margie MacDonald for SD 26, Support: Brad Hamlett for HD 23, Support: Virginia Court - HD 50, Support: Matt Rosendale for State Auditor, Support: Kerry White for HD 64, Support: Chandler for Bozeman City Commissioner, Support: Forest Mandeville for HD 57, Support: Kathy Kelker HD 47, Support: Vince Ricci for HD55, Support: IHo Pomeroy for City Commissioner, Support: Shoots Vies for HD 51, Support: Mike Lang for SD 17, Support: Denise Joy for Billings, Support: Greg Chilcott for Ravalli County Commissioner, Support: Cory Stapleton for Secretary of State, Support: Susan Vinton for HD 56, Support: Peggy Webb for HD 43, Support: Randy Brodehl for HD 9, Support: Stephanie Hess for HD28, Support: JR Iman for Ravalli County Commissioner, Support: Matt 4 LCC, Support: Debra Lamm, Support: Roger Gravgaard for City Council Ward 2",199641.46,207,203510.9,1783,193925.67
Montana Land Title Association,8024,1,Incidental,09/09/19,NA,Helena,MT,"Doggett, Stuart",,,500.0,1,0.0,0,-500.0
FTA 17B,6233,1,Incidental,11/01/16,NA,FREEPORT,IL,"JOHN, WILSON",,,0.0,0,0.0,0,-200.0
Earthworks ,7094,9,Incidental,11/19/18,NA,Missoula,MT,"Gestring, Bonnie",,Support: Initiative to amend metal mine reclamation act ,0.0,0,0.0,0,-6876.15
IUOE Local 400 _ International Union of Operating Engineers,931,19,Independent,05/26/20,NA,Helena,MT,"Cartwright, Colleen",,"Support: Various Legislative / Political Candidates, Support: Monica Lindeen Secretary Of State",0.0,0,-57.5,5,671.58
Montana Progressive Democrats,6269,16,Political Party,02/05/20,NA,Missoula,MT,"Berens, Barbara",,"Support: John Heenan, Support: Tom Woods for HD 62, Support: Mary Stange for SD 19, Support: Eldena Bear Don't Walk for HD 93, Support: Jessica Karjala for HD 48, Support: Jade Bahr for HD 50, Support: Lynelle Melton for HD 19, Support: To recruit, support and endorse progressive candidates, and raise and spend money for progressive candidates and issues. Endorse, support candidacy of Jennifer Merecki for SD 22, Support: Jennifer Merecki for SD 22, Support: Bert Pezzarossi for HD 38, Support: Catherine Scott for HD 80",2066.27,47,1300.0,55,807.87
Broadwater County Democratic Central Committee,2011,17,Political Party,05/17/19,NA,Townsend,MT,"Hubber, Jan",,,1613.37,12,-1022.0,7,2887.82
Polson Schools Unite,8134,1,Ballot Issue,02/07/20,NA,Polson,MT,"Lake, Chanel",,,18718.8,18,16575.0,2,7275.29
CTA BuildMT PAC,3008,49,Independent,09/07/16,NA,Bozeman,MT,"Freeman, Wayne","Wilson, Scott",Support: Walt Sales for HD 69,0.0,0,0.0,0,1396.08
Montana Petroleum Marketers Association,1680,9,Independent,04/29/20,NA,Helena,MT,"Longcake, Brade",,,8700.0,2,0.0,0,4206.79
Musselshell County Republican Central Cmte.,303,17,Political Party,03/05/18,NA,Roundup,MT,"may, julia p",,,72.0,1,0.0,0,2794.76
Liberty County Democratic Women,288,2,Political Party,07/14/16,NA,Chester,MT,"Seidlitz, Patricia",,,0.0,0,0.0,0,0.0
StopSetEmFreeSandefur.com Committee,5835,6,Independent,08/15/17,NA,Billings,MT,"Eaton, Jake","Smith, Wendy","Support: Kristen Juras - Supreme Court, Oppose: Dirk Sandefur- Supreme Court",0.0,0,0.0,0,0.0
"Goetz, Baldwin & Geddes",5645,1,Incidental,07/22/16,NA,Bozeman,MT,"Gardner, Trent",,Support: Friends of Law and Justice Center,0.0,0,0.0,0,-10000.0
MONCAR Montana Automobile Dealers PAC,398,22,Independent,01/23/20,NA,Helena,MT,"Knudsen, Bruce","Jean, Debbie L","Support: Jedediah Hinkle for SD 9, Support: Gordon Vance for SD34, Support: Jobs for Montana PAC",7540.0,6,13750.0,55,6952.44
Vote Yes For Muldown,6332,2,Ballot Issue,07/20/17,NA,Whitefish,MT,"Joos, Mariah",,Support: To pass a bond funding a new elementary school in Whitefish,0.0,0,19.12,1,4713.59
Cascade County Republican Central Cmte.,234,19,Political Party,03/07/18,NA,Great Falls,MT,"Roger, Hagan A","Lindquist, Troy G",Support: To support the election of Republicans for Cascade County and State offices and support Republican office holders. ,1304.48,13,200.0,2,3418.03
Montana State University Alumni Foundation ,7284,1,Incidental,07/03/18,NA,Bozeman,MT,"Kinnear, Melissa",,Support: LR-128 SB85,0.0,0,0.0,0,-5000.0
Wells Fargo State PAC-Montana,433,10,Independent,08/29/16,NA,Helena,MT,"Black, Kymberlee","Bjerkness, Kai",,0.0,0,0.0,0,0.0
McCone County Democratic Central Cmte.,294,1,Disbanded Montana Party,02/22/16,NA,Circle,MT,"Engen, Alice",,,0.0,0,0.0,0,0.0
Coalition 406,7951,2,Ballot Issue,10/07/19,NA,Helena,MT,"Caplis, Lori L","Miles, Anita  S",Support: N/A,3295.28,31,69464.64,42,170.4
Providence St. Patrick Hospital Incidental Committee,6980,2,Incidental,06/30/20,NA,Missoula,MT,"Federici, Kristen","Bodlovic, Kirk",Support: Ballot Initiative to increase tobacco taxes to support health care programs,0.0,0,0.0,0,-250000.0
Montana Agriculture PAC,396,10,Independent,03/07/18,NA,Helena,MT,"Rice, Errol",,"Support: Steve Lavin HD08, Support: Scott Rolston for HD 85, Support: Steve Hinebauch for SD18, Support: Dirk Adams HD 59, Support: Jim Keane for HD73, Support: Walt Sales HD 69, Support: Corey Stapleton for Secretary of State, Support: Zinke for Congress, Support: Jean Barragan HD 11, Support: Austin Knudsen for HD34, Support: Ed Greef for HD88, Support: Kelly Flynn HD 70, Support: Mike Houghton for HD67, Support: Jason D Small SD 21, Support: Donald Roberts SD 26, Support: Patrick Johnson  HD 80, Support: Ray L Shaw HD 71, Support: Edward Hilbert HD36, Support: Bill Harris HD38, Support: Fred Anderson HD20, Support: Alan Redfield for HD 59, Support: Jeff Essmann HD 54, Support: Ron Ehli HD 86, Support: Tom Welch HD72, Support: Steve Fitzpatrick for SD10, Support: Vince Ricci for HD55, Support: Terry Gauthier for SD40, Support: Fred Thomas for SD 44, Support: Rob Cook HD 18, Support: Lowell Hanson , Support: Zach Brown for HD 63, Support: Casey Knudsen HD 33, Support: Jon C Sesso SD37, Support: John Bedford for HD45, Support: Frank Garner HD 07, Support: Kenneth Holmlund HD38, Support: Bret Smelser for SD18, Support: Gene Vuckovich SD39, Support: seth Berglee HD58, Support: Forrest Mandeville for HD57, Support: Alan Doane for HD36, Support: Hertha Lund SD 15, Support: Pat Riley for HD 40, Support: Alan Doane for HD36, Support: Kit Johnson HD84, Support: Glenn Ferren SD07, Support: Elsie Arntzen for State Superintendent, Support: E Wylie Galt HD 30, Support: Geraldine Custer for HD39, Support: Donald W Jones HD46, Support: Ross Fitzgerald - HD17, Support: Tim Fox for AG, Support: Dennis Lenz for HD 53, Support: Matt Rosendale for Auditor, Support: Dan Bartel HD29, Support: Mark Ray Noland HD 10, Support: Brooke Erb HD 72, Support: Brad Hamlett HD 23, Support: Greg Hertz for HD12, Support: Gordon Pierson for HD 78, Support: Wendy McKamey HD19, Support: Joel G Krautter HD 35, Support: Kristen Juras for Supreme Court, Support: Mike Lang for SD 17, Support: James O'Hara  HD27, Support: Jon Knokey HD65, Support: Bruce Grubbs for HD68",0.0,0,0.0,0,2445.11
RGA RIGHT DIRECTION PAC,5594,6,Federal Action,06/24/16,NA,Washington,DC,"ADAMS, MICHAEL G","PARKINSON, CORTLYNN M","Oppose: Steve Bullock Governor, Support: Greg Gianforte for Governor",0.0,0,0.0,0,-1522003.06
"Red Cliff Meadows North, LLC",8002,1,Incidental,07/16/19,NA,Big Sky,MT,"Wenetta, Katie",,Support: To Support Conservative Candidates and Causes,10000.0,1,0.0,0,-10000.0
Glacier County Republican Central Committee,1411,19,Political Party,05/07/20,NA,Cut Bank,MT,"Johnson, Liane",,,900.46,3,1190.0,11,6572.93
Women In Republican Leadership,2934,20,Political Party,01/02/20,NA,Thompson Falls,MT,"Fielder, Jennifer",,Support: Objectives of Women in Republican Leadership shall be to promote the MT Republican platform and to be a voice for Republican Women in leadership.,0.0,0,0.0,0,367.05
Lewis & Clark County Democratic Central Cmte,283,15,Political Party,12/31/19,NA,Helena,MT,"Whyte, Shawn A",,"Support: Rex Renk for Clerk of the Supreme Court, Support: Janet Ellis for SD 41, Support: Moffie Funk for HD 82, Support: Mary Caferro HD 81, Support: Mary Ann Dunwell for HD 84, Support: Jon Tester for US Senate, Support: Kathleen Williams for US Congress",8285.4,8,-11990.0,7,6832.33
uBlaze Vapor LLC,7511,4,Incidental,11/27/18,NA,Dayton,WY,"Anderson, Lucas D",,,0.0,0,0.0,0,-268.0
Montana First Action,7984,5,Independent,02/03/20,NA,Helena,MT,"Wenetta, Katie",,Support: To Support Conservative Candidates and Causes,37561.83,19,182650.0,42,145088.17
Community Medical Center Incidental Committee,7931,1,Incidental,12/30/18,NA,Helena,MT,"French, Dean",,,0.0,0,0.0,0,-2500.0
"Doubek, Pyfer & Fox, LLP",6075,1,Incidental,11/28/16,NA,Helena,MT,"Fox, Patrick","Taylor, Mary",Support: Elect Experienced Judges,0.0,0,0.0,0,-3292.67
Fergus County Democratic Central Committee,249,16,Political Party,01/16/20,NA,Lewistown,MT,"Canfield, Arthur","Lodman, Barbara J",Support: Support Democratic activities,1108.46,11,1560.51,12,896.42
Gallatin County Republican Central Cmte.,257,13,Political Party,01/05/20,NA,Bozeman,MT,"Buchanan, Kimberly",,"Support: Bruce Grubbs for HD68, Support: R Stephen White for Gallatin County Commission, Support: Ron Murray for HD 68, Support: Walt Sales for HD 69, Support: Jedediah Hinkle for SD 32, Oppose: Initiative 186, Support: Jon Khonkey for HD 65, Support: Tom Burnett for HD 67, Support: Kim Buchanan for Gallatin County Treasurer, Support: Jane Gillette for HD 65, Support: Greg Gianforte for United States Congress        , Support: Greg Metzger for Gallatin County Clerk & Recorder, Support: Kerry White for HD 64, Support: Jason Humberger for Gallatin County Auditor, Oppose: Initiative185, Support: Bowen Greenwood for Clerk of the Supreme Court, Support: Matt Rosendale for U.S. Senate, Support: Legislative Referendum 129, Support: Joey Chester for HD 63, Support: Gordy Vance for SD 34",0.0,0,260.0,1,13968.54
Montanans for Affordable Housing,5195,21,Independent,05/05/20,NA,Helena,MT,"Snezek, Steve",,,0.0,0,18280.5,1,25441.87
Contractors' PAC,4965,23,Independent,04/14/20,NA,Helena,MT,"Smith, David","Thompson, Brian P","Support: Steve Fitzpatrick for SD 10, Support: Ken Holmlund for HD 38, Support: Bruce Grubbs for HD68, Support: David Bedey for HD 88, Support: Terry Gauthier for SD 40, Support: Geraldine Custer for HD 39, Support: Jeff Welborn for SD 36, Support: Tom Welch for HD 72, Support: Tom Richmond for SD 28, Support: Julie Dooling for HD 70, Support: Walt Sales for SD 35, Support: Mike Hopkins for HD 92, Support: Wendy McKamey for HD19, Support: Fred Anderson for HD 20, Support: Edward Buttrey for HD 21, Support: Dan Salomon for SD 47, Support: Jim Hamilton for HD 61, Support: Ross Fitzgerald for HD 17, Support: Llew Jones for HD 18",11598.6,34,20520.0,28,2383.86
Toole County Republican Central Cmte.,341,6,Political Party,07/30/18,NA,Shelby,MT,"Cook, Rob",,,0.0,0,0.0,0,4976.58
"Talen Montana, LLC Incidental Committee",7267,5,Incidental,03/20/20,NA,Colstrip,MT,"Luther, Jessie",,Other: made contributions to PACs,25000.0,1,0.0,0,-70000.0
Montana Trial Lawyers Association,5022,28,Incidental,10/18/18,NA,Helena,MT,"Allen, Smith Jr.","Taylor, Mary",Support: To make contributions to independent committees for independent expenditures for candidates and issues that impact the civil justice system. ,20034.32,27,0.0,0,-55138.38
Save Helena's Neighborhood Schools,4417,2,Ballot Issue,06/19/15,NA,Helena,MT,"Finley, Karin",,Oppose: Official Ballot School District No. 1,0.0,0,0.0,0,0.0
Landowners for Montana PAC,3275,27,Independent,08/08/18,NA,Helena,MT,"Denowh, Charles","DeMars, Shelby","Support: John Esp for Senate, Support: Chase Reynolds for Senate, Oppose: Vermillion for Senate, Oppose: Flowers for Senate, Support: Jed Hinkle for Senate",0.0,0,35.0,1,67.46
International Association of Firefighters Local No. 271 FIRE PAC,4826,6,Independent,03/05/20,NA,Missoula,MT,"Gaertig, Joel j",,"Support: stacie anderson , Support: John Engen Missoula Mayor, Monitor: Lisa Triepke Missoula Mayor , Support: Steve Bullock - Governor",1950.0,10,0.0,0,-618.62
"C. F. Parry Associates, Inc.",6859,1,Incidental,12/05/17,NA,Helena,MT,"Strauss, Peter",,Support: YES for Helena's Future,0.0,0,0.0,0,-100.0
Dick Anderson Construction,4669,1,Incidental,09/18/15,NA,Helena,MT,"McGreevey, Corey",,Support: Contribution to Yes for Kids,0.0,0,0.0,0,-3000.0
Forward Montana Voter Fund,5757,18,Independent,12/09/19,NA,Missoula,MT,"Kelly, Matt","Warner, Annalese C","Support: Statewide, legislative, and local candidates who are champions for young people and their values and needs., Support: Kendra Shaw, Ward 1 Billings; Carmelita Dominguez, Ward 4 Billings, Support: Danny Choriki for Ward 3, Billings",21381.74,36,15000.0,2,5689.53
Montana Family Foundation,8108,6,Incidental,10/29/19,NA,Laurel,MT,"Barber, Shainne",,"Support: Billings Municipal Candidates: John Armstrong, Roy Neese, Aldo Rowe, Pam Purinton, Mike Boyett",27006.31,7,0.0,0,-27006.31
"Lewis, Slovak Kovacich & Snipes PC",5461,2,Incidental,11/01/16,NA,Great Falls,MT,"Slovak, J David","Ben, Snipes",Support: Elect experienced judges,0.0,0,0.0,0,-1523.48
Realtors For Better Government,2965,20,Independent,01/31/18,NA,Helena,MT,"Anderson, James L","Semmens, Shanna","Support: Chris Mehl, Support: Shaun Brown, Support: Support Candidates who share our goals and objectives as they relate to the Real Estate Industry, Support: Roger Gravgaard",2500.0,1,41861.21,5,9605.69
Pass The Adult Literacy Levy,7506,3,Ballot Issue,12/11/18,NA,Hamilton,MT,"Stark, Dixie S",,Support: Pass the adult literacy levy,0.0,0,34.51,1,0.0
Heenan Law Firm PLLC,5028,13,Incidental,11/28/16,NA,Billings,MT,"Heenan, John C","Taylor, Mary C","Support: To make contributions to independent committees for independent expenditures for candidates and issues that impact the civil justice system., Other: Contributions are not earmarked for any specific candidates or ballot issues., Support: Dirk Sandefur - Supreme Court",0.0,0,0.0,0,-14101.0
Golden Valley County Republican Club,2795,13,Political Party,03/09/18,NA,Ryegate,MT,"Todd, Kris",,"Support: Wylie Galt for HD 30, Support: Matt Rosendale for US Senate, Support: Support Republican candidates, Support: Greg Gianforte for Congress",0.0,0,78.0,1,768.82
Working Montana PAC,2796,23,Independent,04/30/20,NA,Helena,MT,"Ekblad, Al","Nisbet, Lorri L","Support: Mike Cooney/Dems Primary, Support: Brian Close HD 61/Dems Primary, Support: Gordon Pierson for SD39",0.0,0,46200.0,3,26761.53
Yes for Cascade County Jobs,6358,2,Ballot Issue,08/23/18,NA,Great Falls,MT,"Watkins, Bruce (Len)","Doney, Brett","Support: Cascade County economic development mill levy, Support: Support Cascade County ballot measure to authorize an economic development mill levy",0.0,0,0.0,0,28.11
MEA-MFT,3923,1,Incidental,09/24/15,NA,Helena,MT,"Burke, Erik",,"Support: Missoula Bond Election Nov. 3 2015, Other: Support and/oppose certain levy elections May 2015",0.0,0,0.0,0,-3000.0
WindPAC,5659,6,Independent,11/18/16,NA,"Washington, D.C.",DC,"Lemmerman, Maggie",,"Support: Steve Bullock, Support: Shane Morigeau for House District 95, Support: Friends of Kimberly Dudik, Support: Dunwell for Montana House District 84, Support: Harry Klock for Senate District 15, Support: Gail Gutshe for PSC, Support: Carolyn Pease-Lopez Campaign, Support: Andrew Person for Legislature HD96, Support: Rob Cook for HD18",0.0,0,0.0,0,0.0
"Allegiance Benefit Plan Management, Inc.",4811,1,Incidental,11/09/15,NA,Missoula,MT,"Visser, Dirk",,Support: Missoula Public School Bonds,0.0,0,0.0,0,-5000.0
Great Falls Education Association,6910,1,Independent,01/30/18,NA,Great Falls,MT,"Olson, Stephanie",,,0.0,0,0.0,0,2577.6
"Central Plumbing and Heating, Inc.",5640,1,Incidental,07/19/16,NA,Great Falls,MT,"Malek, Alecia",,Support: Yes for Great Falls Kids,0.0,0,0.0,0,-5000.0
Great Falls Public Schools,8776,1,Ballot Issue,05/05/20,NA,Great Falls,MT,"Moore, Thomas",,,142.68,3,0.0,0,-142.68
"American Civil Liberties Union, Inc.",8774,2,Incidental,05/14/20,NA,New York,NY,"Dougherty, Terence",,Other: We do not plan to directly support or oppose any candidates or ballot issues,70000.0,1,0.0,0,-70000.0
"Benefis Health Systems, Inc.",5636,1,Incidental,07/18/16,NA,Great Falls,MT,"Beames, Amy","Luther, Jessie",Support: Ballot Issue for Improvement of Great Falls Public Schools Building,0.0,0,0.0,0,-7646.23
Kym's Upload Test,3953,1,Independent,12/04/15,NA,Helena,MT,"Trujillo, Kym",,Other: Electioneering communication,0.0,0,0.0,0,-2500.0
Custer County Republican Women,241,13,Political Party,05/17/19,NA,Miles City,MT,"Deesten, Janice",,"Support: Promote political education & activity, promote the principles of freedom, equality and justice. Foster loyalty to the party and increase the effectiveness of women in government. ",3721.14,27,2669.4,19,671.21
Montana Women Vote ,6403,14,Incidental,11/20/18,NA,Missoula,MT,"Howell, Sarah",,"Support: I-185, Oppose: I-183",0.0,0,0.0,0,-36552.75
Gallatin Association of Realtors,8057,1,Incidental,10/18/19,NA,Bozeman,MT,"Beck, Ellen H",,Support: Michael Wallner for Bozeman,10999.52,1,11000.0,1,0.48
Test Party for Cash in Bank and Total to Date,7035,2,Political Party,04/10/18,NA,Test,MT,"Test, Test",,,0.0,0,0.0,0,9000.0
Lake County Republican Central Cmte.,280,20,Political Party,01/29/20,NA,Polson,MT,"Michal, Delgado E","Schiele, Annette M","Support: Montana Republican Legislative Campaign Committee, Support: Gail Decker Lake County Commissioner, Support: Joe Read Lake County HD 93",4557.81,11,8166.62,45,7366.93
Montana Trooper PAC,1914,27,Independent,04/27/20,NA,Helena,MT,"Edgell, Keith","Butler, Tom","Support: Llew Jones, Support: Brad Hamlett, Support: Steve Fitzpatrick, Support: Denley Loge, Support: Nancy Ballance, Support: Mary Caferro, Support: Walt Sales, Support: Ryan Osmundson, Support: Jeff Wellborn, Support: Joel Krautter, Support: Bill Mercer, Support: Ken Holmlund, Support: Kathy Kelker, Support: Margie MacDonald, Support: Tom Richmond, Support: Wylie Galt, Support: Marta Bertoglio, Support: Jim Keane, Support: Jon Knokey, Support: Frederick Anderson, Support: Edie McClafferty, Support: Shannon O'Brien, Support: Ed Coleman, Support: Ryan Lynch, Support: Geraldine Custer, Support: Neil Duram, Support: Keith Regier, Support: Sharon Greef, Support: Eric Moore, Support: Vince Ricci, Support: Laurie Bishop, Support: Mike Hopkins, Support: Josh Kassmier, Support: Barry Usher, Support: Jacob Bachmeier, Support: Jen Gross, Support: Dan Solomon, Support: Bruce Grubbs, Support: Jason Small, Support: David Bedey, Support: Ross Fitzgerald, Support: Ed Buttrey, Support: Kim Abbott, Support: Katie Sullivan, Support: Barbara Bassett, Support: Derek Harvey, Support: Wendy McKamey",3060.0,17,0.0,0,82996.38
